,latitude,longitude,address,address2,city,state,country,zip,id,contact_number,email_id,gym_name
491,14.65692,120.96086,"Lot 2-10, Blk 8 Phase 3 E-2 Along C4 Road Longos District 2",,Malabon,Metro Manila,PH,1472,PH-0100,,FisherMallMalabon@anytimefitness.ph,"Fisher Mall, Malabon"
492,42.005526,-83.967159,1400-1422 W Chicago Blvd,,Tecumseh,Michigan,US,49286,3660,(517) 301-4908,TecumsehMI@anytimefitness.com,Tecumseh
493,41.947635,-87.766692,3657 N. Central Ave,,Chicago,Illinois,US,60634,5617,773-300-3440,ChicagoIL8@anytimefitness.com,Chicago
494,33.36762,-111.75529,949 N Val Vista Dr,,Gilbert,Arizona,US,85234,3712,(480) 892-5646,GilbertAZ3@anytimefitness.com,Gilbert (Gilbert at Val Vista Lakes)
495,51.51335,-0.07201,18 Alie St,,London (Aldgate),Greater London,GB,E1 8DE,UK-0482,020 3551 1580,aldgate@anytimefitness.co.uk,London (Aldgate)
496,38.3107,-81.56818,5707 MacCorkle Ave SE,,Charleston,West Virginia,US,25304,2725,(304) 925-8500,CharlestonWV@anytimefitness.com,Kanawha City (Kanawha City)
497,35.50391,139.61319,港北区篠原町3134-2 1F,,横浜市,神奈川県,JP,〒222-0026,JP-2679,045-717-6030,af_shinyokohama1915_info@anytimefitness.jp,横浜市 (新横浜一丁目店)
498,41.934702,-84.969875,355 S Willowbrook Rd,,Coldwater,Michigan,US,49036,2272,517-317-1035,ColdwaterMI@anytimefitness.com,Coldwater
499,43.28949,-91.79566,915 Short St,,Decorah,Iowa,US,52101,264,(563) 382-2323,Decorah@anytimefitness.com,Decorah
500,44.6405701,-63.57821,1333 South Park Street,,Halifax,Nova Scotia,CA,B3J 2K9,4575,(902) 400-4001,south.halifax@anytimefitness.ca,Halifax
501,34.56504,135.49401,堺区向陵中町4-5-27 中谷ビル 1F,,堺市,大阪府,JP,〒590-0024,JP-1316,072-242-4092,af_mikunigaoka308_info@anytimefitness.jp,堺市 (三国ヶ丘店)
502,35.60871,139.68539,北千束1-51-3 1-3F,,大田区,東京都,JP,〒145-0062,JP-1501,03-6421-3195,af_ookayama487_info@anytimefitness.jp,大田区 (大岡山店)
503,35.27737,136.91759,郷中2-33 1F,,小牧市,愛知県,JP,〒485-0033,JP-1384,0568-48-3750,af_komakig376_info@anytimefitness.jp,小牧市 (小牧郷中店)
504,28.14586,-81.44636,1064 Cypress Pkwy,,Poinciana,Florida,US,34759,1904,(407) 847-4144,KissimmeeFL@anytimefitness.com,Poinciana
505,39.758227,-84.635886,1220 N Barron St,,Eaton,Ohio,US,45320,3284,(937) 456-0135,EatonOH@anytimefitness.com,Eaton
506,-35.38127,149.20019,Shop 13 Jerrabomberra Village Shopping Centre,,Jerrabomberra,New South Wales,AU,2619,AU-1018,0404 528 811,jerra@anytimefitness.com.au,Jerrabomberra
507,41.00351,-95.90667,2380 W 8th Ave,,Plattsmouth,Nebraska,US,68048,2948,(402) 298-4351,PlattsmouthNE@anytimefitness.com,Plattsmouth
508,39.28186,-75.59659,599 Jimmy Dr,,Smyrna,Delaware,US,19977,2328,(302) 653-4496,SmyrnaDE@anytimefitness.com,Smyrna
509,38.57006,-89.94261,1207 Thouvenot Ln.,,Shiloh,Illinois,US,62269,428,(618) 222-2721,ShilohIL@anytimefitness.com,Shiloh
510,40.811374,-74.214533,312 Bloomfield Ave,,Montclair,New Jersey,US,07042,4558,973.866.0246,MontclairNJ@anytimefitness.com,Montclair
511,39.391529,-119.768133,18603 Wedge Pkwy,,Reno,Nevada,US,89511,39,(775) 852-7007,Suzanne.Lucas@anytimefitness.com,Reno (Galena)
512,35.0056,136.99341,中手町 2-203 1-2F,,刈谷市,愛知県,JP,〒448-0049,JP-1390,0566-62-5077,af_kariya382_info@anytimefitness.jp,刈谷市 (刈谷店)
513,39.48327,-119.8546,4784 Caughlin Pkwy.,,Reno,Nevada,US,89519,941,(775) 622-8034,RenoNV1@anytimefitness.com,Reno (Caughlin Ranch)
514,43.39835,-94.81047,2508 Central Ave,,Estherville,Iowa,US,51334,2338,(712) 362-1348,EsthervilleIA@anytimefitness.com,Estherville
515,36.07615,-115.29853,6125 S Fort Apache Rd,,Las Vegas,Nevada,US,89148,534,(702) 434-0240,LasVegasNV7@anytimefitness.com,Las Vegas (Fort Apache)
516,35.40137,139.30746,伊勢原3-24-11,,伊勢原市,神奈川県,JP,〒259-1131,JP-2773,0463-73-8357,af_isehara1007_info@anytimefitness.jp,伊勢原市 (伊勢原店)
517,42.457549,-98.648885,307 E Douglas St,,O' Neill,Nebraska,US,68763,238,(402) 336-2285,OneilNE@anytimefitness.com,O' Neill
518,40.28938,-84.18583,2016 Michigan St,,Sidney,Ohio,US,45365,2384,(937) 710-4326,sidneyOH@anytimefitness.com,Sidney
519,36.03846,-78.49751,1130 US-1 N,,Youngsville,North Carolina,US,27596,388,(919) 554-4562,YoungsvilleNC@anytimefitness.com,Youngsville
520,35.16501,136.73686,愛宕町9-4-2 1F,,津島市,愛知県,JP,〒496-0036,JP-2744,0567-28-3120,af_tsushima979_info@anytimefitness.jp,津島市 (津島店)
521,-27.46161,153.00678,183 Given Terrace,,Paddington,Queensland,AU,4064,AU-1687,0459990454,paddingtonqld@anytimefitness.com.au,Paddington (QLD)
522,35.82032,-78.84738,2103 Grace Park Dr,,Morrisville,North Carolina,US,27560,374,(919) 377-0357,MorrisvilleNC@anytimefitness.com,Morrisville
523,36.13248,140.22729,下稲吉2654-1 千代田ショッピングセンター 1F,,かすみがうら市,茨城県,JP,〒315-0052,JP-2808,0299-56-2761,af_kasumigaura1039_info@anytimefitness.jp,かすみがうら市 (かすみがうら店)
524,30.004,-97.86444,21195 Hwy 35,,Kyle,Texas,US,78640,432,(512) 268-2247,KyleTX@anytimefitness.com,Kyle
525,43.62566,-116.21067,1746 W. State St.,,Boise,Idaho,US,83702,2531,(208) 344-4284,BoiseID2@anytimefitness.com,Boise (North Boise)
526,9.32254,123.29614,"2nd Floor Cluster A2, Lifestyle District Complex, Real St., National Highway, Brgy. Daro, Dumaguete",,Dumaguete City,Negros Oriental,PH,,PH-0221,,DumagueteCity@anytimefitness.ph,Dumaguete City
527,33.5724,-86.90769,1984 Veterans Memorial Dr,,Birmingham,Alabama,US,35214,2680,(205) 874-6644,BirminghamAL3@anytimefitness.com,Birmingham (Adamsville)
528,34.93587,135.74527,伏見区下鳥羽平塚町133 2F,,京都市,京都府,JP,〒612-8387,JP-2761,075-748-7966,af_shimotoba996_info@anytimefitness.jp,京都市 (京都下鳥羽店)
529,35.64904,-78.39479,50 Neuse River Pkwy,,Clayton,North Carolina,US,27527,4614,919-243-2895,ClaytonNC@anytimefitness.com,Clayton
530,38.27922,140.89116,青葉区高松1-18-2 2F,,仙台市,宮城県,JP,〒981-0907,JP-2806,022-342-8916,af_takamatsu1037_info@anytimefitness.jp,仙台市 (フレスポ仙台東照宮店)
531,42.54,-71.61411,20 Andrews Pkwy,,Devens,Massachusetts,US,01434,713,(978) 772-0722,DevensMA@anytimefitness.com,Devens
532,44.84929,-87.36293,1300 Egg Harbor Rd,,Sturgeon Bay,Wisconsin,US,54235,2634,(920) 301-7241,SturgeonbayWI@anytimefitness.com,Sturgeon Bay
533,35.71376,140.14595,上志津1707-2 1F,,佐倉市,千葉県,JP,〒285-0846,JP-1434,043-488-5831,af_shizu427_info@anytimefitness.jp,佐倉市 (志津店)
534,40.40538,-104.97928,4872 Thompson Pkwy,,Johnstown,Colorado,US,80534,4399,(970) 663-4517,JohnstownCO2@anytimefitness.com,Johnstown
535,35.64744,139.72428,南麻布4-12-4 プラチナコート広尾 B1,,港区,東京都,JP,〒106-0047,JP-1268,03-6455-7985,af_hiroo264_info@anytimefitness.jp,港区 (広尾店)
536,39.49461,-76.32635,5 Bel Air S Pwy,,Bel Air,Maryland,US,21015,2416,(410) 569-0009,BelAirMD2@anytimefitness.com,Bel Air (Anytime Fitness Festival of Bel Air)
537,14.64185,121.03947,"1-B, Centris Walk,Eton Centris, EDSA corner Quezon Avenue, Barangay Piñahan",,Quezon City,Metro Manila,PH,,PH-0090,,EDSAcentris@anytimefitness.ph,Eton Centris
538,42.34745,-88.84985,13514 Julie Drive,,Poplar Grove,Illinois,US,61065,4532,815.765.9393,PoplarGroveIL@anytimefitness.com,Poplar Grove
539,28.54792,-81.70747,2570 FL-50,,Clermont,Florida,US,34711,2435,(352) 432-3901,ClermontFL2@anytimefitness.com,Clermont (E. Hwy 50)
540,40.58581,-80.04576,9795 Perry Hwy,,Wexford,Pennsylvania,US,15090,4324,(724) 759-2400,WexfordPA@anytimefitness.com,Wexford
541,28.10522,-81.63731,515 US Hwy 17-92 W,,Haines City,Florida,US,33844,2490,(863) 421-3481,HainesCityFL@anytimefitness.com,Haines City
542,-36.71584,174.74616,12 Inverness Road,,"Browns Bay, Auckland",Auckland,NZ,0630,NZ-1012,09 4783741,brownsbay@anytimefitness.co.nz,"Browns Bay, Auckland"
543,14.67359,121.05467,"3rd Level, Haven Building, Congressional Ave Ext.",,Quezon City,Metro Manila,PH,,PH-0084,+63 919 0052398,CongressionalExt@anytimefitness.ph,Congressional Ext. (Congressional Ext.)
544,41.33253,-87.20204,822 Country Sq Plz,,Hebron,Indiana,US,46341,2454,(219) 996-2911,HebronIN@anytimefitness.com,Hebron
545,-6.26517,106.8303,"10, Jl. Mampang Prpt. Raya No.66, RT.9/RW.3, Tegal Parang, Kec. Mampang Prpt., Kota Jakarta Selatan,",,Daerah Khusus Ibukota,Jakarta,ID,12790,ID-0035,,Mampang@anytimefitness.id,Mampang
546,42.92283,-83.99101,8753 Monroe Rd,,Durand,Michigan,US,48429,4477,(989) 319-4478,DurandMI@anytimefitness.com,Durand
547,-33.80368,151.19866,150 Mowbray Road,,Willoughby,New South Wales,AU,2068,AU-1568,0423 741 778,willoughby@anytimefitness.com.au,Willoughby
548,39.239622,-94.899582,712 1st Terrace,,Lansing,Kansas,US,66043,1570,(913) 364-4455,LansingKS@anytimefitness.com,Lansing
549,41.80992,-72.51428,238-A Tolland Tpke.,,Manchester,Connecticut,US,06042,3356,(860) 432-1300,ManchesterCT@anytimefitness.com,Manchester
550,35.67496,139.79788,深川2-8-19　門前仲町さくらいビル 1F,,江東区,東京都,JP,〒135-0033,JP-1022,03-5620-8088,afmonnaka18_info@anytimefitness.jp,江東区 (門前仲町店)
551,39.8522,-74.18396,344 N Main St,,Lanoka Harbor,New Jersey,US,08734,4322,(609) 994-0696,LanokaHarborNJ@anytimefitness.com,Lanoka Harbor
552,49.28131,-123.02157,3701 Hastings St,,Burnaby,British Columbia,CA,V5C 2H6,3091,604 294 9947,BurnabyBC2@anytimefitness.ca,Burnaby (North Burnaby)
553,33.98348,131.20969,妻崎開作517-4 1F,,宇部市,山口県,JP,〒759-0204,JP-2752,0836-52-7355,af_ubekonan987_info@anytimefitness.jp,宇部市 (宇部厚南店)
554,41.25283,-95.93008,1027 Jones St,,Omaha,Nebraska,US,68102,2539,(402) 991-2333,OmahaNE3@anytimefitness.com,Omaha (Jones St)
555,35.75384,140.3076,並木町165-32 1F,,成田市,千葉県,JP,〒286-0045,JP-3009,0476-33-6785,af_naritanamikicho1220_info@anytimefitness.jp,成田市 (成田並木町店)
556,35.43531,139.35606,恩名1-10-68 1F,,厚木市,神奈川県,JP,〒243-0032,JP-2644,046-259-5348,af_atsugibunka880_info@anytimefitness.jp,厚木市 (厚木文化会館前店)
557,43.47435,-88.82545,1626 N Spring St,,Beaver Dam,Wisconsin,US,53916,2529,(920) 219-9606,BeaverDamWI@anytimefitness.com,Beaver Dam
558,35.67427,139.66769,笹塚1-56-7 笹塚テラス 2F,,渋谷区,東京都,JP,〒151-0073,JP-1184,03-6300-0883,afkeiosasazuka178_info@anytimefitness.jp,渋谷区 (京王笹塚店)
559,38.36265,-122.69243,939 Golf Course Dr,,Rohnert Park,California,US,94928,2545,(707) 585-8795,RohnertParkCA@anytimefitness.com,Rohnert Park
560,14.32265,120.91247,"Vista Mall - General Trias, Ground Floor, Arnaldo Hwy",,General Trias,Cavite,PH,,PH-0120,09065734794 / 09295264594,VistaMallGeneralTrias@anytimefitness.ph,Vista Mall - General Trias
561,49.265081,-124.786325,3550 Johnston Rd,,Port Alberni,British Columbia,CA,V9Y 7W8,4424,(778) 421-3770 ,PortAlberniBC@anytimefitness.ca,Port Alberni
562,31.920091,-106.440214,10641 Kenworthy St,,El Paso,Texas,US,79924,3735,915-236-1912,ElPasoTX4@anytimefitness.com,El Paso
563,38.23331,-122.60365,2620 Lakeville Hwy,,Petaluma,California,US,94954,2547,(707) 779-2155,PetalumaCA@anytimefitness.com,Petaluma
564,30.25586,-90.93071,13091 Airline Hwy,,Gonzales,Louisiana,US,70737,340,(225) 644-5364,Gonzales@anytimefitness.com,Gonzales
565,-35.12053,139.27207,"Level 1, 17 - 19 Adelaide Road",,Murray Bridge,South Australia,AU,5253,AU-1264,0409 779 879,murraybridge@anytimefitness.com.au,Murray Bridge
566,33.98086,-117.3673,3191 B Mission Inn Ave,,Riverside,California,US,92507,2570,(951) 643-3992,RiversideCA1@anytimefitness.com,Riverside (Mission Inn)
567,1.54634,103.76727,"No. 5H, Jalan Sagu 21, Taman Daya",,Johor Bahru,Johor,MY,81100,MY-0042,,MountAustin@anytimefitness.my,Mount Austin (24 Fitness Sdn Bhd 1523610-A)
568,42.21521,-83.48691,11780 Belleville Rd,,Belleville,Michigan,US,48111,3692,(734) 325 2809,BellevilleMI@anytimefitness.com,Belleville
569,30.35451,-97.73308,2525 W Anderson Ln,,Austin,Texas,US,78757,2584,(512) 371-9211,AustinTX6@anytimefitness.com,Austin (Northcross Mall)
570,33.47472,-94.01924,2229 Trinity Blvd,,Texarkana,Arkansas,US,71854,1236,(870) 772-4348,TexarkanaAR@anytimefitness.com,Texarkana
571,28.66438,77.09219,"G5, 2nd floor Pushkar Enclave,  Paschim Vihar",,New Delhi,Delhi,IN,110063,IN-1036,"+917669566695, +917669466694",paschimvihar.delhi@anytimefitness.in,"New Delhi, Paschim Vihar"
572,32.6495,-96.53637,380 N Hwy 175,,Seagoville,Texas,US,75159,3913,(972) 567-8090,SeagovilleTX1@anytimefitness.com,Seagoville
573,31.73484,130.62654,西餅田166 1-2F,,姶良市,鹿児島県,JP,〒899-5431,JP-1661,0995-55-1622,af_aira650_info@anytimefitness.jp,姶良市 (姶良店)
574,29.65335,-95.032931,1414 W Fairmont Parkway,,La Porte,Texas,US,77571,2591,(281) 930-9949,LaPorteTX@anytimefitness.com,La Porte
575,28.50526,77.03815,"OTF- 301, 302, 303 & 304, Palam Triangle",,Gurgaon,Haryana,IN,122017,IN-1118,+918929319898,palamvihar.gurgaon@anytimefitness.in,"Gurgaon, Palam Vihar, Haryana"
576,38.225753,-85.575236,9902 Linn Station Rd,,Louisville,Kentucky,US,40223,5060,502-200-8828,LouisvilleKY7@anytimefitness.com,Louisville
577,42.72712,-83.30696,"3603, 3607 & 3611 South Baldwin Rd",,Lake Orion,Michigan,US,48359,4202,248-499-9425,LakeOrionMI@anytimefitness.com,Lake Orion
578,3.0184,101.78452,"Lot 2-1, 2-2, 2-3 Amerin Mall, Jalan Impian Indah",,Seri Kembangan,Selangor,MY,43300,MY-0055,,AmerinMall@anytimefitness.my,Amerin Mall
579,44.09432,-78.94349,14500 Simcoe St.,,Port Perry,Ontario,CA,L9L 1V4,3398,905 982 2788,ScugogON@anytimefitness.ca,Port Perry
580,41.025644,-80.737645,6442 S Raccoon Road,,Canfield,Ohio,US,44406,3572,(330) 360-3517,CanfieldOH@anytimefitness.com,Canfield
581,42.722769,-83.427452,7113 Dixie Hwy,,Clarkston,Michigan,US,48346,5129,(248) 922-7632,ClarkstonMI2@anytimefitness.com,Clarkston
582,35.60924,139.74883,東品川4-12-8,,品川区,東京都,JP,140-0002,JP-3020,03-6810-3730,af_shinagawaseaside1231_info@anytimefitness.jp,品川区 (品川シーサイド店)
583,28.6483,77.11794,"Building No. Z-10, 4th Floor, Rajouri Garden, New Delhi-110027",,New Delhi,Delhi,IN,110027,IN-1010,"+919582800808, 9599800804",rajouri.delhi@anytimefitness.in,"New Delhi, Rajouri Garden"
584,44.80172,-91.50702,329 Water St,,Eau Claire,Wisconsin,US,54703,1025,(715) 831-6400,EauClaireWI1@anytimefitness.com,Eau Claire (Water St)
585,35.94146,-115.11741,2920 Bicentennial Pkwy,,Henderson,Nevada,US,89044,4285,(702) 747-9194,HendersonNV3@anytimefitness.com,Henderson
586,27.0165,-82.05685,24001 Peachland Blvd,,Port Charlotte,Florida,US,33954,3680,(941) 764-7227,PortCharlotteFL@anytimefitness.com,Port Charlotte
587,42.45445,-71.06586,462 Main St.,,Melrose,Massachusetts,US,02176,2655,(339) 293-4076,MelroseMA@anytimefitness.com,Melrose
588,3.0648,101.60966,"A-2-5 Sunway Geo Avenue, Jalan Lagoon Selatan",,Bandar Sunway,Selangor,MY,47500,MY-0021,035 611 0456,SunwayGeo@anytimefitness.my,Sunway Geo
589,35.71858,139.71397,高田2-17-17 1-3F,,豊島区,東京都,JP,〒171-0033,JP-1519,03-5924-6016,af_zoshigaya508_info@anytimefitness.jp,豊島区 (雑司が谷店)
590,40.60475,-79.60674,453 Hyde Park Plz,,Leechburg,Pennsylvania,US,15656,2662,(724) 236-0216,LeechburgPA@anytimefitness.com,Leechburg
591,35.9961,-96.11451,216 S Main St,,Sapulpa,Oklahoma,US,74066,820,(918) 512-6700,SapulpaOK@anytimefitness.com,Sapulpa
592,34.60431,133.78678,黒崎25-4,,倉敷市,岡山県,JP,〒710-0014,JP-1265,086-441-2768,af_kurashikifuku253_info@anytimefitness.jp,倉敷市 (倉敷福島店)
593,19.6751,-101.16314,"Paseo Altozano en Avenida Montaña Monarca 1000,",,Morelia,Michoacan,MX,58230,MX-1170,4431075845,altozano.mich@anytimefitness.com.mx,Morelia (Paseo Altozano)
594,-33.46811,151.38211,"34 Avoca Dr, Kincumber NSW 2251",,Kincumber,New South Wales,AU,2251,AU-1396,(02) 4369 1600,kincumber@anytimefitness.com.au,Kincumber
595,31.63844,-94.65455,3801 North St,,Nacogdoches,Texas,US,75965,2675,(936) 205-9165,NacogdochesTX@anytimefitness.com,Nacogdoches
596,42.521215,-83.050691,5645 Thirteen Mile Rd,,Warren,Michigan,US,48092,5130,(586) 510-4985,WarrenMI2@anytimefitness.com,Warren
597,35.62702,139.65619,駒沢5-25-7　駒沢パークサイドテラスサウス B1,,世田谷区,東京都,JP,〒154-0012,JP-1029,03-6453-4210,afkomazawa25_info@anytimefitness.jp,世田谷区 (駒沢公園店)
598,35.86644,-84.20138,12572 Kingston Pike,,Knoxville (Farragut),Tennessee,US,37934,3136,(865) 671-1112,FarragutTN@anytimefitness.com,Knoxville (Farragut)
599,52.3958,5.27612,Noordeinde 46,,Almere Buiten,Flevoland,NL,1334 AX,NL-1045,+31 (0) 36 20 20 104,almere-buiten@anytimefitness.nl,Almere Buiten
600,40.308148,-79.590518,6211 Route 30,,Greensburg,Pennsylvania,US,15601,5605,724-221-9399,GreensburgPA@anytimefitness.com,Greensburg
601,26.97832,83.37227,"3rd floor, above jawed Habib near ITI chargawan,",,Gorakhpur,Uttar Pradesh,IN,273013,IN-1121,+919453036333,chargawan.gorakhpur@anytimefitness.in,"Gorakhpur, Uttar Pradesh"
602,35.58633,139.63035,中原区新城3-1-10　アクセスⅡビル 3F,,川崎市,神奈川県,JP,〒211-0044,JP-1162,044-789-5381,afmusashishinnjo152_info@anytimefitness.jp,川崎市 (武蔵新城店)
603,32.82019,130.71829,中央区黒髪3-3-19 2F,,熊本市,熊本県,JP,〒860-0862,JP-2858,096-223-5757,af_kurokami1069_info@anytimefitness.jp,熊本市 (熊本黒髪店)
604,43.3041,-73.66247,175 Broad St,,Glens Falls,New York,US,12801,2746,(518) 636-5111,GlensFallsNY@anytimefitness.com,Glens Falls
605,41.40735,-92.91909,819 Broadway St,,Pella,Iowa,US,50219,1066,(641) 628-3488,PellaIA@anytimefitness.com,Pella
606,-34.67958,138.70513,85-99 Main Terrace,,Blakeview,South Australia,AU,5114,AU-1702,0449748133,blakeview@anytimefitness.com.au,Blakeview
607,31.96019,-97.32127,1100 N Trinity St,,Whitney,Texas,US,76692,2507,(254) 694-2020,WhitneyTX@anytimefitness.com,Whitney
608,39.98823,-105.09486,325 Waneka Pkwy,,Lafayette,Colorado,US,80026,1387,(720) 890-7437,LafayetteCO@anytimefitness.com,Lafayette
609,44.64813,-93.1359,20700 Chippendale Ave. W.,,Farmington,Minnesota,US,55024,211,651-419-9050,FarmingtonMN@anytimefitness.com,Farmington
610,26.22955,127.70759,首里末吉町4-2-1　 1-2F,,那覇市,沖縄県,JP,〒903-0801,JP-1083,098-917-5966,afshurisueyoshi79_info@anytimefitness.jp,那覇市 (首里末吉町店)
611,38.46616,-121.83079,1900 N Lincoln St,,Dixon,California,US,95620,278,(707) 693-9500,Dixon@anytimefitness.com,Dixon
612,34.72836,135.53657,旭区生江3-16-34 1F,,大阪市,大阪府,JP,〒535-0004,JP-2587,06-6786-4000,af_asahiikue823_info@anytimefitness.jp,大阪市 (旭生江店)
613,39.587416,-82.955561,23585-23591 US 23,,Circleville,Ohio,US,43113,4854,(740) 207-5217,CirclevilleTwpOH@anytimefitness.com,Circleville
614,45.550025,-94.232105,1143 2nd St S,,Waite Park,Minnesota,US,56387,14,(320) 230-8383,WaitePark@anytimefitness.com,Waite Park
615,39.63469,-75.66177,235 Governors Pl,,Bear,Delaware,US,19701,2793,(302) 834-2348,BearDE@anytimefitness.com,Bear
616,41.808791,-88.353458,1147 Oak Street,,North Aurora,Illinois,US,60542,4141,(630) 326-6700,NorthAuroraIL@anytimefitness.com,North Aurora
617,34.40965,132.44899,西区横川町3-2-36 フレスタモールカジル横川 3F,,広島市,広島県,JP,〒733-0011,JP-2712,082-961-3090,af_yokogawa947_info@anytimefitness.jp,広島市 (広島横川店)
618,14.43269,121.01092,"122b -125b SM City Southmall  Alabang- Zapote Rd. Almanza, Las Pinas",,SM Southmall,Metro Manila,PH,,PH-0177,0995 248 2684,SMSouthmall@anytimefitness.ph,SM Southmall
619,32.73802,-96.30743,101 Sam Walton Way,,Terrell,Texas,US,75160,3588,(972) 563-4050,TerrellTX@anytimefitness.com,Terrell
620,30.096478,-90.932757,2270 Business Park Blvd,,Donaldsonville,Louisiana,US,70346,2534,(225) 725-4072,DonaldsonvilleLA@anytimefitness.com,Donaldsonville
621,19.21558,-96.18888,"Dr. Rafael Cuervo X 1003, Villa Rica I, Vergara Tarimoya,",,Veracruz,Veracruz,MX,91709,MX-1133,2297810350,islabella.ver@anytimefitness.com.mx,Veracruz (Isla bella)
622,45.668042,-108.778637,520 West Main St,,Laurel,Montana,US,59044,5180,406-633-4096,LaurelMT@anytimefitness.com,Laurel
623,28.34828,-81.66478,17445 US Hwy 192,,Clermont,Florida,US,34714,685,(352) 394-3339,ClermontFL@anytimefitness.com,Clermont
624,39.48044,-84.47208,825 W State St,,Trenton,Ohio,US,45067,2671,(513) 428-0724,TrentonOH@anytimefitness.com,Trenton
625,47.81877813,-122.289053,4114 198th St SW,,Lynnwood,Washington,US,98036,4761,(425) 409-9067,LynnwoodWA@anytimefitness.com,Lynnwood
626,36.4012,139.05553,岩神町2-589-6 1F,,前橋市,群馬県,JP,〒371-0035,JP-1553,027-212-2508,af_maebashiiwagami545_info@anytimefitness.jp,前橋市 (前橋岩神店)
627,31.25424,-90.48026,417 Apache Dr,,McComb,Mississippi,US,39648,2300,(601) 249-0356,McCombMS2@anytimefitness.com,McComb
628,39.71085,-75.74193,201 Louviers Dr,,Newark,Delaware,US,19711,676,(302) 533-6040,NewarkDE@anytimefitness.com,Newark
629,34.67544,135.54368,東成区中本5-27-11　 2F,,大阪市,大阪府,JP,〒537-0022,JP-1180,06-6224-7351,afenakamoto169_info@anytimefitness.jp,大阪市 (東成中本店)
630,51.64581,-0.42943,Croxley Business Park,,Croxley Park,Greater London,GB,WD18 8AS,UK-0103,01923 751759,croxleypark@anytimefitness.co.uk,Croxley Park
631,51.15514,6.06466,Craenberglaan 24,,Herkenbosch,Limburg,NL,6075 HC,NL-1037,+31 475 201 011,herkenbosch@anytimefitness.nl,Herkenbosch
632,51.28534,5.74876,Lambertushof 4,,Nederweert,Limburg,NL,6031 EP,NL-1204,+31 495 200 001,nederweert@anytimefitness.nl,Nederweert
633,31.78545,-85.9663,105 Southland Vlg,,Troy,Alabama,US,36079,2198,(334) 770-0888,TroyAL@anytimefitness.com,Troy
634,42.51125,-90.72142,2255 John F. Kennedy Rd.,,Dubuque,Iowa,US,52002,522,(563) 845-7779,DubuqueIA2@anytimefitness.com,Dubuque (Asbury)
635,40.57423,-122.41539,3325-3331 Placer St,,Redding,California,US,96001,2615,(530) 255-8087,ReddingCA@anytimefitness.com,Redding
636,39.64757,-86.83001,27 Putnam Plaza,,Greencastle,Indiana,US,46135,3259,(765) 630-3176,GreencastleIN@anytimefitness.com,Greencastle
637,39.814874,-105.079656,6520 Wadsworth Blvd,,Arvada,Colorado,US,80003,2069,(303) 456-6667,DenverCO@anytimefitness.com,Arvada
638,42.65,-83.52093,6845 Highland Rd,,White Lake,Michigan,US,48383,4189,(248) 636-2260,WhiteLakeMI@anytimefitness.com,White Lake
639,36.53354,139.87722,江曽島町1486-4 1-2F,,宇都宮市,栃木県,JP,〒321-0102,JP-1593,028-678-5782,af_utesojima584_info@anytimefitness.jp,宇都宮市 (宇都宮江曽島店)
640,34.09738,-81.2208,2726 N Lake Dr,,Columbia,South Carolina,US,29212,101,(803) 407-8866,LakeMurray@anytimefitness.com,"Columbia (Irmo/Lake Murray, SC)"
641,44.98308,-93.27092,111 Washington Ave N,,Minneapolis,Minnesota,US,55401,281,(612) 339-6655,NorthLoop@anytimefitness.com,Minneapolis (North Loop)
642,-39.04806,174.11376,"Tenancy 2, 7 Struthers Place",,New Plymouth,Taranaki,NZ,4312,NZ-1034,06 7696823,newplymouth@anytimefitness.co.nz,New Plymouth
643,35.70097,140.23191,石川293-1 1F,,佐倉市,千葉県,JP,〒285-0813,JP-2605,043-497-5407,af_sakura841_info@anytimefitness.jp,佐倉市 (佐倉店)
644,34.0394,-84.04401,302 Satellite Blvd NE,,Suwanee,Georgia,US,30024,3742,(770) 400-0989,SuwaneeGA@anytimefitness.com,Suwanee
645,35.6859,140.19055,もねの里2-37-4 1F,,四街道市,千葉県,JP,〒284-0016,JP-1580,043-497-3502,af_monenosato568_info@anytimefitness.jp,四街道市 (四街道もねの里店)
646,-35.0777,150.65809,Shop MM2/8 Vincentia,,Vincentia,New South Wales,AU,2540,AU-1387,0417 129 636,vincentia@anytimefitness.com.au,Vincentia
647,21.39497,-157.7447,26 Hoolai St,,Kailua,Hawaii,US,96734,3573,(808) 373-6746,KailuaHI@anytimefitness.com,Kailua
648,45.63096,9.02756,"Via Valletta,1",,Saronno,Varese,IT,21047,IT-0053,3513088497,saronno@anytimefitness.it,Saronno
649,28.898175,-99.093033,804 N Oak St,,Pearsall,Texas,US,78061,4345,(830) 267-3131,PearsallTX@anytimefitness.com,Pearsall
650,33.59788,130.4477,博多区大字下臼井767-1 福岡空港国内線旅客ターミナルビル 2F,,福岡市,福岡県,JP,〒812-0003,JP-2641,092-292-9800,af_fukuokaap877_info@anytimefitness.jp,福岡市 (福岡空港店)
651,42.0453,-88.14224,2571 W Golf Rd,,Hoffman Estates,Illinois,US,60169,4131,(847) 502-2188,HoffmanEstatesIL@anytimefitness.com,Hoffman Estates
652,35.236862,-114.035977,3900 Stockton Hill Rd,,Kingman,Arizona,US,86401,5480,928.628.6116,KingmanAZ@anytimefitness.com,Kingman
